
Command: mnist_softmax_dg.py --drop_grads_prob=0 --out_file=results_0.txt --batches=20000
step 0, training accuracy 0.12, test accuracy 0.1106
step 6400, training accuracy 1, test accuracy 0.9883
step 6500, training accuracy 1, test accuracy 0.9893
step 6600, training accuracy 1, test accuracy 0.9897
step 6700, training accuracy 1, test accuracy 0.9892
step 6800, training accuracy 1, test accuracy 0.9881
step 6900, training accuracy 1, test accuracy 0.9868
step 7000, training accuracy 1, test accuracy 0.9892
step 7100, training accuracy 1, test accuracy 0.9889
step 7200, training accuracy 0.98, test accuracy 0.9887
step 7300, training accuracy 1, test accuracy 0.9898
step 7400, training accuracy 0.98, test accuracy 0.989
step 7500, training accuracy 0.98, test accuracy 0.9894
step 7600, training accuracy 0.98, test accuracy 0.9894
step 7700, training accuracy 0.94, test accuracy 0.9893
step 7800, training accuracy 1, test accuracy 0.9896
step 7900, training accuracy 1, test accuracy 0.9894
step 8000, training accuracy 1, test accuracy 0.9893
step 8100, training accuracy 1, test accuracy 0.9886
step 8200, training accuracy 1, test accuracy 0.9902
step 8300, training accuracy 1, test accuracy 0.9903
step 8400, training accuracy 1, test accuracy 0.9906
step 8500, training accuracy 1, test accuracy 0.99
step 8600, training accuracy 1, test accuracy 0.9889
step 8700, training accuracy 1, test accuracy 0.992
step 8800, training accuracy 1, test accuracy 0.9917
step 8900, training accuracy 1, test accuracy 0.9902
step 9000, training accuracy 1, test accuracy 0.9909
step 9100, training accuracy 1, test accuracy 0.9896
step 9200, training accuracy 0.98, test accuracy 0.9917
step 9300, training accuracy 0.98, test accuracy 0.9907
step 9400, training accuracy 1, test accuracy 0.9909
step 9500, training accuracy 1, test accuracy 0.9905
step 9600, training accuracy 0.98, test accuracy 0.9918
step 9700, training accuracy 1, test accuracy 0.9916
step 9800, training accuracy 1, test accuracy 0.9918
step 9900, training accuracy 1, test accuracy 0.9908
step 10000, training accuracy 1, test accuracy 0.9922
step 10100, training accuracy 1, test accuracy 0.992
step 10200, training accuracy 1, test accuracy 0.9914
step 10300, training accuracy 0.98, test accuracy 0.9909
step 10400, training accuracy 0.98, test accuracy 0.9905
step 10500, training accuracy 1, test accuracy 0.9907
step 10600, training accuracy 0.98, test accuracy 0.991
step 10700, training accuracy 1, test accuracy 0.9908
step 10800, training accuracy 0.98, test accuracy 0.9887
step 10900, training accuracy 1, test accuracy 0.9913
step 11000, training accuracy 1, test accuracy 0.9911
step 11100, training accuracy 1, test accuracy 0.9902
step 11200, training accuracy 1, test accuracy 0.9907
step 11300, training accuracy 1, test accuracy 0.9917
step 11400, training accuracy 1, test accuracy 0.9912
step 11500, training accuracy 1, test accuracy 0.991
step 11600, training accuracy 1, test accuracy 0.9902
step 11700, training accuracy 0.98, test accuracy 0.9916
step 11800, training accuracy 1, test accuracy 0.9914
step 11900, training accuracy 1, test accuracy 0.9912
step 12000, training accuracy 1, test accuracy 0.9912
step 12100, training accuracy 1, test accuracy 0.9916
step 12200, training accuracy 1, test accuracy 0.9913
step 12300, training accuracy 0.98, test accuracy 0.9903
step 12400, training accuracy 1, test accuracy 0.992
step 12500, training accuracy 1, test accuracy 0.9924
step 12600, training accuracy 1, test accuracy 0.9914
step 12700, training accuracy 1, test accuracy 0.9914
step 12800, training accuracy 0.98, test accuracy 0.9916
step 12900, training accuracy 1, test accuracy 0.9923
step 13000, training accuracy 1, test accuracy 0.9915
step 13100, training accuracy 1, test accuracy 0.9908
step 13200, training accuracy 1, test accuracy 0.9918
step 13300, training accuracy 1, test accuracy 0.9926
step 13400, training accuracy 1, test accuracy 0.992
step 13500, training accuracy 1, test accuracy 0.9918
step 13600, training accuracy 1, test accuracy 0.9924
step 13700, training accuracy 1, test accuracy 0.9914
step 13800, training accuracy 0.98, test accuracy 0.9921
step 13900, training accuracy 1, test accuracy 0.9922
step 14000, training accuracy 1, test accuracy 0.9924
step 14100, training accuracy 1, test accuracy 0.9926
step 14200, training accuracy 1, test accuracy 0.9917
step 14300, training accuracy 1, test accuracy 0.993
step 14400, training accuracy 1, test accuracy 0.9921
step 14500, training accuracy 1, test accuracy 0.9916
step 14600, training accuracy 0.98, test accuracy 0.9921
step 14700, training accuracy 1, test accuracy 0.9933
step 14800, training accuracy 1, test accuracy 0.9919
step 14900, training accuracy 1, test accuracy 0.9923
step 15000, training accuracy 1, test accuracy 0.9924
step 15100, training accuracy 1, test accuracy 0.9919
step 15200, training accuracy 1, test accuracy 0.9924
step 15300, training accuracy 1, test accuracy 0.9937
step 15400, training accuracy 1, test accuracy 0.9928
step 15500, training accuracy 1, test accuracy 0.9922
step 15600, training accuracy 1, test accuracy 0.9927
step 15700, training accuracy 1, test accuracy 0.992
step 15800, training accuracy 1, test accuracy 0.9923
step 15900, training accuracy 1, test accuracy 0.9919
step 16000, training accuracy 0.98, test accuracy 0.993
step 16100, training accuracy 1, test accuracy 0.9906
step 16200, training accuracy 1, test accuracy 0.992
step 16300, training accuracy 1, test accuracy 0.9925
step 16400, training accuracy 0.98, test accuracy 0.9919
step 16500, training accuracy 1, test accuracy 0.9917
step 16600, training accuracy 1, test accuracy 0.9921
step 16700, training accuracy 1, test accuracy 0.9929
step 16800, training accuracy 1, test accuracy 0.9918
step 16900, training accuracy 1, test accuracy 0.9918
step 17000, training accuracy 1, test accuracy 0.9918
step 17100, training accuracy 1, test accuracy 0.9923
step 17200, training accuracy 1, test accuracy 0.9917
step 17300, training accuracy 1, test accuracy 0.992
step 17400, training accuracy 1, test accuracy 0.9918
step 17500, training accuracy 1, test accuracy 0.9925
step 17600, training accuracy 1, test accuracy 0.9916
step 17700, training accuracy 1, test accuracy 0.9924
step 17800, training accuracy 1, test accuracy 0.992
step 17900, training accuracy 1, test accuracy 0.9914
step 18000, training accuracy 1, test accuracy 0.9919
step 18100, training accuracy 1, test accuracy 0.9922
step 18200, training accuracy 1, test accuracy 0.992
step 18300, training accuracy 1, test accuracy 0.9921
step 18400, training accuracy 1, test accuracy 0.9925
step 18500, training accuracy 1, test accuracy 0.9914
step 18600, training accuracy 1, test accuracy 0.9926
step 18700, training accuracy 1, test accuracy 0.9923
step 18800, training accuracy 1, test accuracy 0.9926
step 18900, training accuracy 1, test accuracy 0.9927
step 19000, training accuracy 1, test accuracy 0.9932
step 19100, training accuracy 1, test accuracy 0.9923
step 19200, training accuracy 1, test accuracy 0.9935
step 19300, training accuracy 1, test accuracy 0.9934
step 19400, training accuracy 1, test accuracy 0.9926
step 19500, training accuracy 1, test accuracy 0.9922
step 19600, training accuracy 1, test accuracy 0.9927
step 19700, training accuracy 1, test accuracy 0.9923
step 19800, training accuracy 1, test accuracy 0.9925
step 19900, training accuracy 1, test accuracy 0.9928
step 20000, training accuracy 1, test accuracy 0.9922
test accuracy 0.9922

Command: mnist_softmax_dg.py --drop_grads_prob=0 --out_file=results_0.txt --batches=20000
step 0, training accuracy 0.04, test accuracy 0.0991
step 100, training accuracy 0.84, test accuracy 0.8419
step 200, training accuracy 0.98, test accuracy 0.9096
step 300, training accuracy 0.96, test accuracy 0.9275
step 400, training accuracy 0.96, test accuracy 0.9419
step 500, training accuracy 1, test accuracy 0.9477
step 600, training accuracy 0.96, test accuracy 0.9517
step 700, training accuracy 0.92, test accuracy 0.9566
step 800, training accuracy 0.92, test accuracy 0.9614
step 900, training accuracy 0.98, test accuracy 0.9622
step 1000, training accuracy 0.92, test accuracy 0.9617
step 1100, training accuracy 0.96, test accuracy 0.9658
step 1200, training accuracy 1, test accuracy 0.9665
step 1300, training accuracy 1, test accuracy 0.9688
step 1400, training accuracy 0.92, test accuracy 0.9704
step 1500, training accuracy 0.94, test accuracy 0.9729
step 1600, training accuracy 0.96, test accuracy 0.9746
step 1700, training accuracy 1, test accuracy 0.9757
step 1800, training accuracy 0.98, test accuracy 0.9773
step 1900, training accuracy 1, test accuracy 0.976
step 2000, training accuracy 0.98, test accuracy 0.9773
step 2100, training accuracy 1, test accuracy 0.9812
step 2200, training accuracy 0.96, test accuracy 0.9801
step 2300, training accuracy 1, test accuracy 0.9808
step 2400, training accuracy 1, test accuracy 0.9807
step 2500, training accuracy 0.98, test accuracy 0.9805
step 2600, training accuracy 1, test accuracy 0.981
step 2700, training accuracy 1, test accuracy 0.9825
step 2800, training accuracy 1, test accuracy 0.9826
step 2900, training accuracy 0.96, test accuracy 0.9825
step 3000, training accuracy 1, test accuracy 0.9816
step 3100, training accuracy 0.98, test accuracy 0.9825
step 3200, training accuracy 1, test accuracy 0.984
step 3300, training accuracy 0.98, test accuracy 0.9833
step 3400, training accuracy 1, test accuracy 0.9841
step 3500, training accuracy 0.98, test accuracy 0.9847
step 3600, training accuracy 0.96, test accuracy 0.9841
step 3700, training accuracy 0.96, test accuracy 0.9862
step 3800, training accuracy 0.96, test accuracy 0.9854
step 3900, training accuracy 1, test accuracy 0.9858
step 4000, training accuracy 1, test accuracy 0.9856
step 4100, training accuracy 1, test accuracy 0.9854
step 4200, training accuracy 1, test accuracy 0.987
step 4300, training accuracy 0.98, test accuracy 0.9877
step 4400, training accuracy 0.98, test accuracy 0.9873
step 4500, training accuracy 1, test accuracy 0.9854
step 4600, training accuracy 1, test accuracy 0.9869
step 4700, training accuracy 1, test accuracy 0.9878
step 4800, training accuracy 1, test accuracy 0.9871
step 4900, training accuracy 1, test accuracy 0.9865
step 5000, training accuracy 1, test accuracy 0.9876
step 5100, training accuracy 1, test accuracy 0.9876
step 5200, training accuracy 1, test accuracy 0.9864
step 5300, training accuracy 1, test accuracy 0.9869
step 5400, training accuracy 1, test accuracy 0.9873
step 5500, training accuracy 0.98, test accuracy 0.9883
step 5600, training accuracy 0.98, test accuracy 0.988
step 5700, training accuracy 1, test accuracy 0.988
step 5800, training accuracy 1, test accuracy 0.9874
step 5900, training accuracy 1, test accuracy 0.9888
step 6000, training accuracy 1, test accuracy 0.9885
step 6100, training accuracy 1, test accuracy 0.9885
step 6200, training accuracy 1, test accuracy 0.9886
step 6300, training accuracy 0.98, test accuracy 0.9874
step 6400, training accuracy 1, test accuracy 0.9887
step 6500, training accuracy 1, test accuracy 0.989
step 6600, training accuracy 1, test accuracy 0.9895
step 6700, training accuracy 0.98, test accuracy 0.99
step 6800, training accuracy 1, test accuracy 0.9889
step 6900, training accuracy 1, test accuracy 0.99
step 7000, training accuracy 0.98, test accuracy 0.9903
step 7100, training accuracy 0.98, test accuracy 0.9899
step 7200, training accuracy 0.98, test accuracy 0.9895
step 7300, training accuracy 1, test accuracy 0.9901
step 7400, training accuracy 0.98, test accuracy 0.99
step 7500, training accuracy 0.94, test accuracy 0.9886
step 7600, training accuracy 1, test accuracy 0.9896
step 7700, training accuracy 1, test accuracy 0.9897
step 7800, training accuracy 0.98, test accuracy 0.99
step 7900, training accuracy 1, test accuracy 0.9903
step 8000, training accuracy 1, test accuracy 0.9894
step 8100, training accuracy 0.96, test accuracy 0.9886
step 8200, training accuracy 1, test accuracy 0.9894
step 8300, training accuracy 0.98, test accuracy 0.9896
step 8400, training accuracy 1, test accuracy 0.9904
step 8500, training accuracy 0.98, test accuracy 0.9898
step 8600, training accuracy 1, test accuracy 0.9897
step 8700, training accuracy 1, test accuracy 0.9898
step 8800, training accuracy 1, test accuracy 0.9903
step 8900, training accuracy 1, test accuracy 0.9903
step 9000, training accuracy 1, test accuracy 0.9907
step 9100, training accuracy 1, test accuracy 0.9898
step 9200, training accuracy 1, test accuracy 0.9887
step 9300, training accuracy 1, test accuracy 0.9902
step 9400, training accuracy 1, test accuracy 0.9905
step 9500, training accuracy 0.98, test accuracy 0.9897
step 9600, training accuracy 1, test accuracy 0.9888
step 9700, training accuracy 1, test accuracy 0.991
step 9800, training accuracy 0.98, test accuracy 0.9894
step 9900, training accuracy 1, test accuracy 0.99
step 10000, training accuracy 1, test accuracy 0.9902
step 10100, training accuracy 1, test accuracy 0.99
step 10200, training accuracy 1, test accuracy 0.9908
step 10300, training accuracy 1, test accuracy 0.9908
step 10400, training accuracy 1, test accuracy 0.9915
step 10500, training accuracy 1, test accuracy 0.99
step 10600, training accuracy 1, test accuracy 0.9905
step 10700, training accuracy 1, test accuracy 0.9905
step 10800, training accuracy 1, test accuracy 0.9885
step 10900, training accuracy 1, test accuracy 0.9925
step 11000, training accuracy 0.98, test accuracy 0.9896
step 11100, training accuracy 1, test accuracy 0.9913
step 11200, training accuracy 1, test accuracy 0.9916
step 11300, training accuracy 1, test accuracy 0.9915
step 11400, training accuracy 1, test accuracy 0.991
step 11500, training accuracy 1, test accuracy 0.9908
step 11600, training accuracy 1, test accuracy 0.9907
step 11700, training accuracy 0.98, test accuracy 0.99
step 11800, training accuracy 1, test accuracy 0.9906
step 11900, training accuracy 1, test accuracy 0.9918
step 12000, training accuracy 1, test accuracy 0.9916
step 12100, training accuracy 1, test accuracy 0.9907
step 12200, training accuracy 1, test accuracy 0.9914
step 12300, training accuracy 1, test accuracy 0.9905
step 12400, training accuracy 0.98, test accuracy 0.9912
step 12500, training accuracy 1, test accuracy 0.9915
step 12600, training accuracy 1, test accuracy 0.992
step 12700, training accuracy 1, test accuracy 0.9918
step 12800, training accuracy 1, test accuracy 0.9911
step 12900, training accuracy 1, test accuracy 0.9914
step 13000, training accuracy 1, test accuracy 0.9923
step 13100, training accuracy 1, test accuracy 0.9916
step 13200, training accuracy 1, test accuracy 0.9918
step 13300, training accuracy 1, test accuracy 0.9918
step 13400, training accuracy 1, test accuracy 0.9913
step 13500, training accuracy 1, test accuracy 0.9913
step 13600, training accuracy 1, test accuracy 0.9899
step 13700, training accuracy 0.98, test accuracy 0.9913
step 13800, training accuracy 1, test accuracy 0.9915
step 13900, training accuracy 1, test accuracy 0.9925
step 14000, training accuracy 1, test accuracy 0.9928
step 14100, training accuracy 1, test accuracy 0.9908
step 14200, training accuracy 1, test accuracy 0.9924
step 14300, training accuracy 1, test accuracy 0.9907
step 14400, training accuracy 1, test accuracy 0.9924
step 14500, training accuracy 0.98, test accuracy 0.9918
step 14600, training accuracy 0.98, test accuracy 0.992
step 14700, training accuracy 1, test accuracy 0.9912
step 14800, training accuracy 1, test accuracy 0.9922
step 14900, training accuracy 1, test accuracy 0.9918
step 15000, training accuracy 1, test accuracy 0.992
step 15100, training accuracy 1, test accuracy 0.9924
step 15200, training accuracy 1, test accuracy 0.9919
step 15300, training accuracy 1, test accuracy 0.9922
step 15400, training accuracy 1, test accuracy 0.9914
step 15500, training accuracy 1, test accuracy 0.991
step 15600, training accuracy 1, test accuracy 0.9921
step 15700, training accuracy 1, test accuracy 0.9898
step 15800, training accuracy 1, test accuracy 0.9916
step 15900, training accuracy 1, test accuracy 0.9916
step 16000, training accuracy 1, test accuracy 0.991
step 16100, training accuracy 1, test accuracy 0.991
step 16200, training accuracy 1, test accuracy 0.9913
step 16300, training accuracy 1, test accuracy 0.9923
step 16400, training accuracy 1, test accuracy 0.991
step 16500, training accuracy 1, test accuracy 0.9913
step 16600, training accuracy 1, test accuracy 0.9916
step 16700, training accuracy 1, test accuracy 0.992
step 16800, training accuracy 1, test accuracy 0.9923
step 16900, training accuracy 1, test accuracy 0.9914
step 17000, training accuracy 1, test accuracy 0.9912
step 17100, training accuracy 0.98, test accuracy 0.9915
step 17200, training accuracy 1, test accuracy 0.9917
step 17300, training accuracy 1, test accuracy 0.9908
step 17400, training accuracy 1, test accuracy 0.9917
step 17500, training accuracy 1, test accuracy 0.9918
step 17600, training accuracy 1, test accuracy 0.9918
step 17700, training accuracy 0.98, test accuracy 0.9916
step 17800, training accuracy 1, test accuracy 0.9912
step 17900, training accuracy 1, test accuracy 0.9919
step 18000, training accuracy 1, test accuracy 0.9913
step 18100, training accuracy 1, test accuracy 0.992
step 18200, training accuracy 1, test accuracy 0.9923
step 18300, training accuracy 1, test accuracy 0.992
step 18400, training accuracy 1, test accuracy 0.9919
step 18500, training accuracy 1, test accuracy 0.9914
step 18600, training accuracy 1, test accuracy 0.9911
step 18700, training accuracy 1, test accuracy 0.9906
step 18800, training accuracy 1, test accuracy 0.9918
step 18900, training accuracy 1, test accuracy 0.992
step 19000, training accuracy 1, test accuracy 0.9917
step 19100, training accuracy 1, test accuracy 0.9911
step 19200, training accuracy 1, test accuracy 0.9928
step 19300, training accuracy 1, test accuracy 0.9935
step 19400, training accuracy 1, test accuracy 0.993
step 19500, training accuracy 1, test accuracy 0.9922
step 19600, training accuracy 1, test accuracy 0.9921
step 19700, training accuracy 1, test accuracy 0.9914
step 19800, training accuracy 1, test accuracy 0.9925
step 19900, training accuracy 1, test accuracy 0.9917
step 20000, training accuracy 0.98, test accuracy 0.9935
test accuracy 0.9932

Command: mnist_softmax_dg.py --drop_grads_prob=0 --out_file=results_0.txt --batches=20000
